Key,Type,Desc,Vietnamese
event_belief_raid_won_christian_to_christian,0,,<agent_name> tin tưởng vững chắc rằng con đường và chính nghĩa của [his/hers] đã được Chúa chở che và soi sáng.
event_belief_raid_won_pagan_to_pagan,0,,Chư thần cổ xưa linh thiêng đã ban phước cho <agent_name> sức mạnh vô song để đè bẹp kẻ thù.
event_belief_flawless_item_christian_to_christian,0,,"Đức tin của <agent_name> vào bàn tay dẫn dắt nhiệm màu của Chúa càng thêm sâu sắc, khi thành quả lao động của [his/her] đạt tới cảnh giới hoàn mỹ."
event_belief_flawless_item_pagan_to_pagan,0,,"<agent_name> đã thể hiện trọn vẹn vẻ đẹp thuần khiết của Tự Nhiên qua từng đường nét chế tác, qua đó càng củng cố sâu sắc thêm đức tin của [his/her]."
event_belief_flimsy_item_christian_to_pagan,0,,"<agent_name> vô cùng thất vọng về Chúa, vì Ngài đã khiến [him/her] trở nên vụng về và bất tài đến vậy. "
event_belief_flimsy_item_pagan_to_christian,0,,Sự dẫn lối chỉ đường của Nữ thần ở đâu khi ta cần nhất? <agent_name> thầm tự hỏi trong khi nhìn món đồ hỏng do chính [his/her] tạo ra.
event_belief_nature_thunderstorm_pagan_to_christian,0,,Phải chăng ta đã dâng lời cầu nguyện nhầm chư thần? <agent_name> tự hỏi giữa trận mưa xối xả như trút nước từ trời cao.
event_belief_nature_thunderstorm_christian_to_pagan,0,,Phải chăng ta đã cầu nguyện nhầm Chúa? <agent_name> tự hỏi khi vòm trời mở toang trút xuống cơn mưa dữ dội.
event_belief_nature_hailstorm_pagan_to_christian,0,,<agent_name> cảm thấy chư thần chẳng hề bận lòng đoái hoài đến <village_name> khi để thời tiết khắc nghiệt này xảy ra — nếu họ thực sự là những vị thần chân chính.
event_belief_nature_hailstorm_christian_to_pagan,0,,<agent_name> tin chắc như đinh đóng cột rằng trận mưa đá này là một điềm báo: Những lời cầu nguyện của [His/Her] dâng lên Chúa đã không được Ngài lắng nghe.
event_belief_belief_nature_heatwave_pagan_to_christian,0,,<agent_name> vô cùng khốn khổ khi cái nóng ngày càng thêm gay gắt. Những lễ vật mà [His/Her] thành tâm dâng lên chư thần xứ sở hóa ra đều là công cốc.
event_belief_belief_nature_heatwave_christian_to_pagan,0,,"<agent_name> cảm thấy kiệt quệ trước cái nóng hầm hập ngột ngạt. Một vị Chúa công bình sẽ không đời nào để chuyện này xảy ra, [he/she] thầm nghĩ."
event_belief_belief_nature_coldsnap_pagan_to_christian,0,,Hóa ra chư thần muốn chúng ta chết cóng ngay trên giường của mình sao? <agent_name> đã quá ngán ngẩm những vị thần vô tâm khiến cuộc sống trở nên cơ cực lầm than.
event_belief_belief_nature_coldsnap_christian_to_pagan,0,,"Con đã quỳ gối hàng giờ, lạy Chúa, khẩn thiết van xin Ngài đoái thương che chở đàn chiên tại <village_name>. Vậy mà Ngài lại trơ mắt nhìn tất cả chúng con lạnh buốt thấu xương sao?"
event_belief_belief_nature_blight_pagan_to_christian,0,,"<agent_name> nguyền rủa chư thần, và nguyền rủa chính bản thân [him/her] vì đã mù quáng tôn thờ những vị thần lạnh lùng vô cảm đến thế."
event_belief_belief_nature_blight_christian_to_pagan,0,,"Vậy là Chúa vẫn trơ trơ không chút động lòng, ngay cả khi Ngài giáng bệnh dịch cây trồng để thử thách con người. <agent_name> quyết tâm tìm đến những vị thần giàu lòng trắc ẩn hơn."
killed_by_default_1,0,,Bị sát hại bởi <other_name>
killed_by_default_2,0,,Bị tiêu diệt hoàn toàn bởi <other_name>
killed_by_default_3,0,,Bị xóa sổ bởi <other_name>
killed_by_default_4,0,,Bị hạ sát bởi <other_name>
killed_by_default_5,0,,Bị xử tử bởi <other_name>
killed_by_default_6,0,,Bị tàn sát bởi <other_name>
killed_by_default_7,0,,Bị kết liễu bởi <other_name>
village_location,0,,Vị Trí Khu Định Cư
override_stats,0,,Ghi Đè Chỉ Số Nhân Vật
villager_constraints,0,,Ràng Buộc Dân Làng Khởi Đầu
number_of_villagers,0,,Số Lượng Dân Làng Khởi Đầu
general_men,0,,Đàn Ông
general_woman,0,,Phụ Nữ
general_pagan,0,,Huynh Đệ Cây Sồi
general_christian,0,,Tín Đồ Phục Hưng
force_perks_chance,0,,Tỉ Lệ Ép Nhận Đặc Tính
unlocked_tech,0,,Công Nghệ Đã Mở Khóa
starting_season,0,,Mùa Bắt Đầu Khởi Hành
scenario_default_1_title,0,,Khởi Đầu Mới
scenario_default_1_info,0,,"Mỗi dân làng đều mang trong mình một câu chuyện về quá khứ đã bỏ lại phía sau. Giờ đây, nhóm người phiêu bạt này cùng chung một mục tiêu: cùng nhau gây dựng một mái ấm mới."
scenario_default_1_narrative,0,,"Cơn đại dịch Cái Chết Đen đã tàn phá tan hoang khắp quần đảo Anh quốc, để lại vết tích đổ nát và tang thương trên mọi nẻo đường. Hàng triệu sinh linh đã phải vùi thây nơi nấm mồ lạnh giá. Những người may mắn còn sống sót rơi vào cảnh bần cùng khốn khó, tâm can hằn sâu vết sẹo từ muôn vàn cảnh tượng kinh hoàng mà họ đã tận mắt chứng kiến. Thế giới xưa cũ sẽ vĩnh viễn không bao giờ trở lại.\n\nVào <season_description> năm <year>, <all_villagers> đã cùng nhau tiến bước vào miền hoang dã để khai khẩn một mảnh đất cho riêng mình, đúng theo quyền hạn chính đáng của họ trước Thiên Chúa và Luật Pháp. Tại nơi đây, họ sẽ cùng nhau đặt những viên gạch nền móng đầu tiên cho tương lai. Và có lẽ, ngọn lửa hy vọng sẽ lại bừng sáng."
scenario_default_3_title,0,,Sói Đơn Độc
scenario_default_3_info,0,,"Khởi đầu chỉ với một dân làng đơn độc, nguồn tài nguyên ít ỏi giữa những điều kiện sinh tồn khắc nghiệt nhất."
scenario_default_3_narrative,0,,"Vượt qua cơn bão tuyết mịt mù, nhóm thợ săn cuối cùng trong năm lục tục trở về. Một thành viên đã mất tích và được cho là đã bỏ mạng. Cách xa khỏi nền văn minh, <random_villager> chỉ còn biết dựa vào chính [his/her] mình. [He/She] nghiến chặt hàm răng [his/her] và quyết tâm dựng xây một mái nhà giữa chốn hoang dã để chống chọi lại cái lạnh thấu xương. Âm thanh duy nhất bầu bạn chỉ là tiếng sói tru ai oán từ nơi xa xăm."
scenario_default_2_title,0,,Thanh Bình
scenario_default_2_info,0,,Không có bất kỳ cuộc tấn công nào từ kẻ thù. Hãy chọn chế độ này nếu bạn muốn thảnh thơi tập trung xây dựng khu định cư và chăm lo cho dân làng.
scenario_default_2_narrative,0,,"<random_villager> đưa mắt nhìn quanh nhóm người đang đói lả, rồi thẳng thắn cất lời: 'Chúng ta đâu còn đủ sức để chiến đấu, phải không?' Khi thấy mọi người còn đang ngập ngừng do dự, [he/she] nói tiếp: 'Sao chúng ta không dồn toàn tâm toàn ý vào việc xây dựng? Gây dựng một nơi mà ta có thể gọi là nhà, một chốn trú ẩn vững chãi trước bão giông?' Cớ sao phải lao vào đánh nhau, [he/she] thầm nghĩ, khi ta hoàn toàn có thể cùng nhau tạo dựng một mái ấm yên bình và nồng hậu?"
scenario_default_4_title,0,,Tiên Phong
scenario_default_4_info,0,,Bắt đầu với 3 dân làng dạn dày sương gió. Sống sót qua những đợt tấn công hung bạo và khó lường từ kẻ thù.
scenario_default_4_narrative,0,,"[He/She] đứng sừng sững trước mặt mọi người, hai chân bám trụ vững vàng. 'Chúng ta đã từng chiến đấu... ai trong chúng ta cũng đều mang trên mình những vết sẹo phong ba.' Những người lữ hành đồng thanh gật đầu. Trong những năm tháng dịch bệnh hoành hành này, mỗi người trong số họ đều trở nên kiên cường hơn những gì họ từng dám nghĩ. <random_villager> trầm giọng cất lời. Mọi người nghiêng mình lắng nghe. 'Sẽ không một kẻ nào có thể đánh đuổi chúng ta khỏi thành trì này. Chúng ta sẽ tự tay dựng xây nó, và sẽ đổ máu để bảo vệ nó tới cùng.' Rồi [he/she] ngửa mặt gầm vang: 'Nhân danh Quỷ dữ, cứ để quân giặc thử xông vào xem!'"
scenario_additional_info,0,,- Độ khó: <style=DefaultYellow>{0}</style> \n\n - Mùa khởi đầu: <style=DefaultYellow>{1}</style>\n\n - Số lượng dân làng: <style=DefaultYellow>{2}</style>
scenario_difficulty_VeryEasy,0,,Dễ
scenario_difficulty_standard,0,,Nhập Môn (Khuyên dùng cho người mới)
scenario_difficulty_Difficult,0,,Kỳ Cựu
map_size_info,0,,Bản đồ nhỏ mang lại trải nghiệm tập trung hơn. \nKhuyên dùng cho cấu hình phần cứng ở mức tối thiểu.
map_size_small_info,0,,Bản đồ nhỏ mang lại trải nghiệm tập trung hơn. \nKhuyên dùng cho cấu hình phần cứng ở mức tối thiểu.
map_size_medium_info,0,,"Bản đồ lớn hơn mang lại nhiều không gian và tài nguyên hơn để khu định cư mở rộng theo thời gian, nhưng có thể ảnh hưởng đến tốc độ khung hình (FPS) trên máy có cấu hình phần cứng thấp."
map_size_large_info,0,,"Bản đồ lớn hơn mang lại nhiều không gian và tài nguyên hơn để khu định cư mở rộng theo thời gian, nhưng có thể ảnh hưởng đến tốc độ khung hình (FPS) trên máy có cấu hình phần cứng thấp."
game_mode_builder_title,0,,<style=DefaultBlue>Hòa bình</style>
game_mode_builder_info,0,,Không có các đợt tấn công của kẻ thù. Chọn chế độ này nếu bạn muốn tập trung xây dựng khu định cư và chăm lo cho đời sống dân làng.
game_mode_builder_narrative_1,0,,"<random_villager> nghe phong phanh về một thung lũng bí ẩn tại quán trọ ở <origin>. Nơi này cách xa các tuyến đường giặc cướp qua lại, đang trở thành chốn dung thân cho những ai mong muốn sống trong thái bình. Dù nơi đây không tránh khỏi thời tiết khắc nghiệt và thiên tai, nó đang nở rộ thành trung tâm thủ công, kiến thiết và nông nghiệp, không bị chiến tranh quấy nhiễu."
game_mode_builder_narrative_2,0,,<random_villager> nói: 'Chúng ta phải dựng xây một chốn nương thân an bình.' Nhóm người tị nạn rách rưới này đã phải chứng kiến cảnh tượng bạo tàn đau lòng quá nhiều lần. 'Bão tố và cơn đói đã là quá đủ để chống chọi rồi. Chẳng lẽ chúng ta không thể tìm được một chốn định cư không vướng bận binh đao sao?' Họ cùng hướng ánh nhìn về phía [him/her] với niềm hy vọng chứa chan. 'Tất cả phụ thuộc vào chúng ta trong việc cùng nhau đặt nền móng cho hòa bình!'
game_mode_builder_narrative_3,0,,"<random_villager> nhìn quanh nhóm người đang đói lả và nói ra sự thật hiển nhiên: 'Chúng ta đâu có ở trong tình trạng sẵn sàng chiến đấu, phải không?' Khi mọi người bắt đầu ngập ngừng, [he/she] tiếp tục: 'Tại sao chúng ta không tập trung vào việc xây dựng? Tạo ra một nơi ta có thể gọi là nhà, một chốn trú ẩn trước sự khắc nghiệt của thiên nhiên?' Việc gì phải đi tìm kiếm xung đột, [he/she] thầm nghĩ, khi chúng ta có thể nỗ lực kiến tạo một mái ấm ấm cúng và chan hòa?"
game_mode_builder_narrative_1_single,0,,"<name> nghe được những lời thì thầm về một thung lũng ẩn giấu trong quán rượu tại <origin>. Nằm cách xa các tuyến đường mà các phe địch thường qua lại, nơi đây đang trở thành thiên đường cho những ai quyết tâm sống trong hòa bình. Dù chốn bồng lai này không tránh khỏi thời tiết khắc nghiệt và thiên tai, nó vẫn phát triển rực rỡ như một trung tâm thủ công nghiệp, xây dựng và nông nghiệp, không bị chiến tranh và xung đột quấy rầy."
game_mode_builder_narrative_2_single,0,,<name> biết [he/she] muốn xây dựng một chốn nương thân an bình. Người tị nạn rách rưới này đã phải chứng kiến cảnh bạo lực đau lòng quá nhiều lần. 'Bão tố và cơn đói đã là quá đủ để đối mặt rồi. Chẳng lẽ ta không thể tìm được một chốn định cư không vướng bận xung đột sao?' [He/She] hướng ánh nhìn của [his/her] về phía chân trời với niềm hy vọng. 'Tất cả phụ thuộc vào ta để tự mình đặt nền móng cho hòa bình!'
game_mode_builder_narrative_3_single,0,,"<name> nhìn lại cơ thể gầy gò vì đói khát của [his/her] và thừa nhận sự thật hiển nhiên: 'Mình đâu có ở trong tình trạng sẵn sàng chiến đấu?' Khi [he/she] cân nhắc các lựa chọn, một con đường có vẻ là tốt nhất: 'Tại sao mình không tập trung vào xây dựng? Tạo ra một nơi mình có thể gọi là nhà, một chốn nương thân trước sự khắc nghiệt của thiên nhiên?' Việc gì phải đi tìm kiếm chiến tranh, [he/she] nghĩ, khi mình có thể nỗ lực kiến tạo một mái ấm bình yên và ấm cúng?"
game_mode_standard_title,0,,<style=DefaultYellow>Tiêu chuẩn</style>
game_mode_standard_info,0,,Khu định cư của bạn sẽ trải qua các cuộc đột kích của kẻ thù cũng như các sự kiện thời tiết môi trường. Các cuộc đột kích diễn ra theo chu kỳ đều đặn và độ khó sẽ tăng dần theo quá trình phát triển.
game_mode_standard_narrative_1,0,,"Đất lành đang rộng mở đón chờ. Ở khắp bốn phương của vùng đất từng hùng mạnh này, những người dân đang tái thiết với hy vọng bỏ lại sau lưng nỗi kinh hoàng của những năm tháng đã qua. Có thể sẽ có xung đột, hạn hán, bệnh tật, đói kém... nhưng có hề gì? 'Cuộc sống vẫn tiếp diễn,' <random_villager> nói, 'và chúng ta cũng phải tiến bước.'"
game_mode_standard_narrative_2,0,,"<random_villager> tràn đầy tự tin, thậm chí có phần thách thức: 'Chúng ta nhất định sẽ làm được! Chúng ta sẽ khai hoang phần đất của mình, dựng xây ở đó và bảo vệ nó!' Nhiều người đã từng thử sức. Một số đã ngã xuống trước cướp bóc hay hạn hán. Nhưng cũng có vô số người đã trụ vững. 'Hãy vững tin - nơi chúng ta gầy dựng sẽ trường tồn qua nhiều thế kỷ, con cháu chúng ta sẽ tiếp tục sinh sống nơi này.'"
game_mode_standard_narrative_3,0,,"Người thợ rèn xứ <distant_toponym> kể về những kẻ sống sót đang chạy trốn khỏi tàn tích bị thiêu rụi của những khu định cư bị cướp phá. Nhưng vị giáo sĩ tại <origin> lại nói rằng ông đang làm lễ rửa tội cho nhiều đứa trẻ khỏe mạnh hơn bao giờ hết, và đã nhận được những giạ ngũ cốc chín vàng từ những người khai hoang trong các hạt. <random_villager> chỉ tin vào sự thăng trầm của số phận: 'Chúng ta phải tiến lên phía trước, bất kể hiểm nguy,' [he/she] nhún vai nói. 'Không liều thì chẳng thể thành công.'"
game_mode_standard_narrative_1_single,0,,"Đất lành đang rộng mở đón chờ. Ở khắp bốn phương của vùng đất từng hùng mạnh này, những người dân đang tái thiết với hy vọng bỏ lại sau lưng nỗi kinh hoàng của những năm tháng đã qua. Có thể sẽ có giao tranh, hạn hán, ốm đau, đói khát... nhưng có hề gì? 'Cuộc đời vẫn tiếp diễn,' <name> khẽ thì thầm dưới hơi thở của [his/her], 'và ta cũng phải bước tiếp.'"
game_mode_standard_narrative_2_single,0,,"<name> tràn đầy tự tin, thậm chí có phần thách thức: 'Ta nhất định sẽ làm được! Ta sẽ giành lấy phần đất của mình, dựng xây ở đó và bảo vệ nó!' Nhiều người đã từng thử sức. Một số đã gục ngã vì giặc cướp hay hạn hán. Nhưng cũng có vô số người đã chiến thắng. 'Ta phải có niềm tin - mảnh đất ta tìm thấy sẽ đứng vững qua hàng thế kỷ, con cháu ta sẽ vẫn còn ở lại nơi đây.'"
game_mode_standard_narrative_3_single,0,,"Người thợ rèn xứ <distant_toponym> kể về những kẻ sống sót đang chạy trốn khỏi tàn tích bị thiêu rụi của những khu định cư bị cướp phá. Nhưng vị giáo sĩ tại <origin> lại nói rằng ông đang làm lễ rửa tội cho nhiều đứa trẻ khỏe mạnh hơn bao giờ hết, và đã nhận được những giạ ngũ cốc chín vàng từ những người định cư trong các hạt. <name> chỉ tin vào sự trớ trêu của số phận: 'Ta phải tiến lên phía trước, bất chấp rủi ro,' [he/she] thầm nghĩ và nhún vai. 'Không liều thì chẳng thể thành công.'"
game_mode_survival_title,0,,<style=DefaultRed>Sinh tồn</style>
game_mode_survival_info,0,,"Các đợt đột kích của kẻ thù diễn ra liên tục với tần suất cao trong chế độ này, và độ khó sẽ gia tăng dần theo thời gian."
game_mode_survival_narrative_1,0,,"Một số nhà thám hiểm cần thử thách và cảm giác phấn khích để thấy mình đang sống. Chống lại từng đợt kẻ cướp muốn chiếm đất, cướp mùa màng hoặc bắt cóc dân làng không dành cho tất cả mọi người. '<random_villager> hỏi khi các đồng đội ngồi quây quần bên đống lửa nhỏ, cách xa mọi thứ họ từng biết: 'Chẳng phải tất cả chúng ta đều đã thề theo con đường chiến binh sao?'"
game_mode_survival_narrative_2,0,,"[He/She] đứng trước mặt họ, hai chân dang rộng vững chãi. 'Chúng ta đã từng chiến đấu... tất cả chúng ta đều mang những vết sẹo.' Những lữ khách đồng thanh gật đầu. Mỗi người trong số họ đều kiên cường hơn những gì họ từng nghĩ trong những năm tháng dịch bệnh này. <random_villager> nói nhỏ nhẹ. Họ ghé sát người lắng nghe. 'Sẽ không ai có thể đuổi chúng ta khỏi thành trì của mình. Chúng ta sẽ dựng xây và bảo vệ nó.' Rồi [he/she] gầm lên: 'Quỷ tha ma bắt, cứ để chúng thử xem!'"
game_mode_survival_narrative_3,0,,"Nếu có lúc nào cần đến sự can trường, kiên định và mưu trí thì chính là lúc này. <random_villager> khẳng định rằng chỉ cần có đủ vũ khí, cạm bẫy và sự rèn luyện, [he/she] có thể đẩy lùi mọi kẻ xâm lăng. Thế hệ này đã được tôi luyện qua các chiến dịch ở Pháp, qua cái đói và cái chết. 'Chúng ta có thể làm được,' [he/she] tự tin nói. 'Thật vậy, những chiến công của chúng ta sẽ trở thành huyền thoại.'"
game_mode_survival_narrative_1_single,0,,"Một số nhà thám hiểm cần thử thách và cảm giác phấn khích để thấy mình đang sống. Đẩy lùi từng đợt kẻ cướp muốn chiếm đất, cướp mùa màng hoặc bắt cóc người không dành cho tất cả mọi người. 'Chẳng phải ta đã nguyện theo con đường của chiến binh sao?' <name> thầm nghĩ khi ngồi co ro một mình bên đống lửa nhỏ, cách xa mọi thứ [he/she] từng biết."
game_mode_survival_narrative_2_single,0,,"[He/She] đứng sừng sững, hai chân dang rộng vững chãi. 'Ta đã từng chiến đấu... ta mang trên mình những vết sẹo.' [He/She] đã kiên cường hơn những gì [he/she] từng nghĩ trong những năm tháng dịch bệnh này. <name> lập lời thề, chỉ có Chúa và hàng cây xào xạc chứng giám. 'Sẽ không ai có thể đuổi ta khỏi thành trì của mình. Ta sẽ dựng xây và bảo vệ nó.' Rồi [he/she] gầm lên: 'Quỷ tha ma bắt, cứ để chúng thử xem!'"
game_mode_survival_narrative_3_single,0,,"Nếu có lúc nào cần đến sự can trường, kiên định và mưu trí thì chính là lúc này. <name> tin rằng chỉ cần có đủ vũ khí, cạm bẫy và sự rèn luyện, [he/she] có thể đẩy lùi mọi kẻ xâm lăng. Thế hệ của [His/Her] đã được tôi luyện qua các chiến dịch ở Pháp, qua cái đói và cái chết. 'Ta có thể làm được,' [he/she] tự nhủ với bản thân của [him/her]. 'Thật vậy, những chiến thắng của ta sẽ trở thành huyền thoại.'"
map_type_valley,0,,Thung lũng
map_type_valley_info,0,,"Thảm thực vật phong phú, đất đai màu mỡ và nhiều đất sét. Lượng đá vôi ở mức vừa phải. Ít quặng sắt và muối."
map_type_valley_narrative,0,,"Sau bao gian nan vất vả, họ đã đặt chân đến một thung lũng với những đồng bằng vàng óng, được uốn lượn bởi một dòng sông uốn khúc. Đối với <random_villager>, nơi đây gợi lên viễn cảnh về những vụ mùa bội thu, khúc ca vui và rượu nồng. Một nơi để cắm rễ sinh tồn. Một quê hương mới. Họ quyết định đặt tên cho vùng đất là <village_name>."
map_type_valley_narrative_single,0,,"Sau bao gian nan vất vả, [he/she] đã đặt chân đến một thung lũng với những đồng bằng vàng óng, được uốn lượn bởi một dòng sông uốn khúc. Đối với <name>, nơi đây gợi lên viễn cảnh về những vụ mùa bội thu, khúc ca vui và rượu nồng. Một nơi để cắm rễ sinh tồn. Một quê hương mới. [He/She] quyết định đặt tên cho vùng đất là <village_name>."
map_type_mountain,0,,Đồi núi
map_type_mountain_info,0,,"Trữ lượng đá vôi, vàng, sắt và bạc dồi dào. Lượng đất màu mỡ, đất sét và thảm thực vật tương đối ít."
map_type_mountain_narrative,0,,"Sau một hành trình dài như vô tận, những dòng suối trong vắt chảy xiết và bầu không khí thanh khiết nơi rặng núi đã làm <random_villager> ngỡ ngàng. Ngay dưới lớp đất đá, những mạch khoáng sản lấp lánh đầy hứa hẹn. Những người lữ hành biết rằng đây chính là nơi họ hằng tìm kiếm. Họ quyết định đặt tên là <village_name>."
map_type_mountain_narrative_single,0,,"Sau một hành trình dài như vô tận, những dòng suối trong vắt chảy xiết và bầu không khí thanh khiết nơi rặng núi đã làm <name> ngỡ ngàng. Ngay dưới lớp đất đá, những mạch khoáng sản lấp lánh đầy hứa hẹn. Người lữ hành này biết rằng đây chính là nơi [he/she] hằng tìm kiếm. [He/She] quyết định đặt tên cho nơi này là <village_name>."
map_type_hill,0,,Sườn đồi
map_type_hill_info,0,,"Địa hình mấp mô hiểm trở, rất thích hợp để thiết lập cứ điểm phòng thủ vững chắc. Lượng đá vôi và đất sét khá nhiều. Đất màu mỡ và thảm thực vật ở mức trung bình."
map_type_hill_narrative,0,,"Những người bạn đồng hành tiến bước vào miền phong cảnh đồi núi trập trùng cùng những pháo đài cổ kính đổ nát. Mỗi đỉnh dốc leo lên đều ban tặng cho <random_villager> tầm nhìn trải dài hàng dặm. Sẽ không có kẻ thù nào tiếp cận mà thoát khỏi tầm mắt, [he/she] thầm nghĩ. Họ dựng một khu trại mà theo thời gian sẽ trở thành khu định cư <village_name>."
map_type_hill_narrative_single,0,,"Người lữ hành đơn độc tiến bước vào miền phong cảnh đồi núi trập trùng cùng những pháo đài cổ kính đổ nát. Mỗi đỉnh dốc leo lên đều ban tặng cho <name> tầm nhìn trải dài hàng dặm. Sẽ không có kẻ thù nào tiếp cận mà thoát khỏi tầm mắt, [he/she] thầm nghĩ. [He/She] dựng một khu trại mà theo thời gian sẽ trở thành khu định cư <village_name>."
map_type_wetland,0,,Đầm lầy
map_type_wetland_info,0,,Vùng đầm lầy sông nước trù phú về thảm thực vật và đầy ắp tôm cá. Tuy nhiên động vật trên cạn và khoáng sản có thể khai thác lại tương đối khan hiếm.
map_type_wetland_narrative,0,,Những người lữ hành rẽ qua những rặng liễu rủ mềm mại. Từng đàn lươn bạc lấp lánh luồn lách qua những bụi lau sậy rậm rạp nơi bờ sông hòa vào bãi lầy. <random_villager> vốc một ngụm nước ngọt lành lên môi của [his/her] và cất lời cảm tạ. Họ quyết định định cư tại đây và đặt tên là <village_name>.
map_type_wetland_narrative_single,0,,"Từng bước len lỏi qua rặng liễu rủ tươi tốt, <name> nhìn thấy những chú lươn ánh bạc uốn lượn lấp lánh giữa đám lau sậy cao vút nơi mép sông hòa vào bờ đầm lầy. [He/She] bụm một vốc nước ngọt lành đưa lên môi của [his/her] và cất lời tạ ơn. [He/She] quyết định sẽ định cư tại đây và đặt tên nơi này là <village_name>."
map_type_season_info_summer_mild,0,,<style=DefaultGreen>Mùa hè ôn hòa</style>
map_type_season_info_summer_harsh,0,,<style=DefaultOrange>Mùa hè khắc nghiệt</style>
map_type_season_info_winter_mild,0,,<style=DefaultGreen>Mùa đông ôn hòa</style>
map_type_season_info_winter_harsh,0,,<style=DefaultOrange>Mùa đông khắc nghiệt</style>
autumn_description_1,0,,Trong tiết trời thu dịu mát
autumn_description_2,0,,Giữa mùa thu lộng gió
autumn_description_3,0,,Vào cuối mùa gặt hái
autumn_description_4,0,,Vào tiết Thu phân
winter_description_1,0,,Giữa mùa đông buốt giá
winter_description_2,0,,Vào mùa lễ hội Yuletide
winter_description_3,0,,Vào những ngày đông giá rét thấu xương
winter_description_4,0,,Trong giá rét giữa mùa đông
spring_description_1,0,,Khi đất trời hồi sinh vào mùa xuân
spring_description_2,0,,"Khi mùa đông băng giá rút lui, báo hiệu mùa xuân về"
spring_description_3,0,,Vào tiết trời xuân ấm áp
spring_description_4,0,,Khi những chồi non đầu tiên hé nở
summer_description_1,0,,Vào những ngày đầu hạ
summer_description_2,0,,Giữa mùa hè rực rỡ
summer_description_3,0,,Khoảng thời gian ngày dài nhất trong năm
summer_description_4,0,,Dưới cái nóng gay gắt của mùa hè
required_fields_info,0,,(* - Các trường bắt buộc)
scenario_edit_name_title,0,,Tên kịch bản
scenario_edit_name_info,0,,Nhập tên cho kịch bản tùy chỉnh mà bạn đang tạo dựng.
scenario_edit_description_title,0,,Mô tả ngắn gọn
scenario_edit_description_info,0,,Đoạn tóm tắt ngắn về kịch bản. Nội dung này sẽ xuất hiện trên màn hình lựa chọn kịch bản.
scenario_edit_narrative_title,0,,Lời dẫn mở đầu cốt truyện
scenario_edit_narrative_info,0,,"Lời dẫn mở đầu sẽ được khắc ghi vào sử liệu biên niên sử cũng như hiển thị trên màn hình tải game. Bạn có thể sử dụng các biến đặc biệt như:\n<village_name> sẽ tự động chèn tên khu định cư của bạn vào văn bản\n<year> sẽ tự động chèn năm khởi đầu vào văn bản\n<all_villagers> sẽ tự động chèn danh sách toàn bộ tên dân làng theo định dạng: ""John, Jack và Merry"""
scenario_edit_gender_title,0,,Cố định vóc dáng cơ thể
scenario_edit_gender_key,0,,"Xác định tỷ lệ vóc dáng cơ thể Nam tính / Nữ tính trong nhóm dân làng khởi đầu của bạn.\n0 - Toàn bộ Nam tính,\n100 - Toàn bộ Nữ tính"
scenario_edit_religion_title,0,,Cố định đức tin tôn giáo
scenario_edit_religion_key,0,,"Xác định tỷ lệ dân làng theo đức tin Hội Phục Hưng / Huynh Đệ Cây Sồi trong nhóm khởi đầu của bạn.\n0 - Toàn bộ theo Hội Phục Hưng,\n100 - Toàn bộ theo Huynh Đệ Cây Sồi"
game_difficulty_VeryEasy_title,0,,Cực Kỳ Dễ Dàng
game_difficulty_Easy_title,0,,Dễ
game_difficulty_Normal_title,0,,Bình Thường (Chuẩn Mực)
game_difficulty_Difficult_title,0,,Khó Khăn
game_difficulty_Hard_title,0,,Cực Khó (Sinh Tồn Khắc Nghiệt)
game_difficulty_VeryEasy_info,0,,Khuyên dùng cho người chơi lần đầu muốn làm quen với cơ chế game trong hòa bình.
game_difficulty_Easy_info,0,,Khuyên dùng cho người mới bắt đầu.
game_difficulty_Normal_info,0,,Khuyên dùng cho người chơi đã quen thuộc với thể loại mô phỏng quản lý thuộc địa.
game_difficulty_Difficult_info,0,,Khuyên dùng cho người chơi kỳ cựu tìm kiếm thử thách cam go.
game_difficulty_Hard_info,0,,Khuyên dùng cho người chơi khao khát một trải nghiệm sinh tồn khắc nghiệt đỉnh cao.
prioritise_hauling,0,,Ưu Tiên Vận Chuyển Về Bãi Chứa
prioritise_cut_all_vegetation_plant,0,,Ưu tiên cắt cỏ cây:
prioritise_chop_plant,0,,Ưu tiên chặt cây:
nowhere_to_store,0,,"Không còn chỗ trống trên bãi chứa, hoặc chưa có bãi chứa nào cho phép lưu trữ loại tài nguyên này."
requires_selected_worker,0,,Hành động này yêu cầu phải chọn một dân làng
can_not_do_while_drafted,0,,Không thể thực hiện hành động này khi đang huy động nhập ngũ
prioritise_building_material_delivery,0,,Ưu tiên chuyển tài nguyên đến công trường:
prioritise_building_construction,0,,Ưu tiên xây dựng:
prioritise_harvest_plant,0,,Ưu tiên thu hoạch:
already_reserved_by_other_worker,0,,Đã được chỉ định cho một dân làng khác thực hiện
prioritise_building_deconstruction,0,,Ưu tiên tháo dỡ:
prioritise_mine_resource,0,,Ưu tiên khai khoáng/đào đất:
job_not_enabled,0,,Dân làng này hiện đang tắt công việc cần thiết cho thao tác này
already_working_on_building,0,,Dân làng này đang làm việc tại công trình này
not_enough_construction_materials,0,,Không có sẵn tài nguyên để vận chuyển
prioritise_tending_wounds,0,,Ưu Tiên Băng Bó Chữa Thương
