Key,Type,Desc,English
point_of_interest_bandit_camp,0,,Send a caravan to attack this bandit camp
point_of_interest_bandit_camp_02,0,,Destroying this bandit camp will improve relations with <faction_name>
point_of_interest_content,0,,Content: 
beggar_asking,0,,Request
beggar_give,0,,The total amount of value you will give to the beggar
beggar_ask_title,0,,Request
beggar_ask_desc,0,,The amount of value the beggar is asking for. This is influenced by the settler negotiating. 
beggar_wont_take,0,,This beggar won't accept this resource
beggar_are_you_sure,0,,Are you sure that you want to finalise this transaction?
beggar_message_cant_continue,0,,The beggar is asking for more
leave_prompt_info,0,,Are you sure you want to leave this location?
leave_prompt_combat,0,,Leaving mid-combat will result in you losing <resources_lost>
event_bandit_camp_discovered,0,,Bandit Camp
event_bandit_camp_discovered_text,0,,The location of a bandit camp has been marked on your regional map
enter_map_tooltip,0,,Enter location
take_resources_tooltip,0,,Take resources
loot_place_tooltip,0,,Loot
loot_place_empty_tooltip,0,,No loot remains
general_talk_with,0,,Talk to: <npc_name>
cant_take_items_hostiles_on_map,0,,This cannot be acquired while hostile enemies are present 
all_enemies_killed,0,,The area has been cleared of threats 
caravan_status_beingambushed,0,,Ambushed
caravan_ambush_auto_surrender_in,0,,Caravan will surrender in
ambush_negotiate_tooltip,0,,Negotiate
ambush_fight_tooltip,0,,Fight
ambush_escape_tooltip,0,,Flee
general_bandit_camp,0,,Bandit Camp
general_ambush,0,,Ambush
ambush_chance,0,,Ambush Chance
ambush_chance_info,0,,"The chance this caravan is ambushed depends on: \nSize of the caravan (larger groups attract more attention) \nCaravan wealth (bandits are more likely to attack if there are rich pickings) \nJourney length (the longer the trip, the greater the chance of an incident)"
scenario_details,0,,Scenario Details
faction_alignment_overrides,0,,Faction alignment range overrides
starting_event,0,,Starting event
starting_event_schedule,0,,Starting event schedule
starting_hour,0,,Starting hour
scenario_condition_MapTypes,0,,Allowed Map Types
schedule_default_1_title,0,,Easy
schedule_default_2_title,0,,Normal
sign_message,0,,Sign message
filter_all_items,0,,All Resources
filter_animals,0,,Animals
filter_prisoners,0,,Prisoners
workshop_version_not_set,0,,Works with beta branches: Not set by mod creator
workshop_version_max_older,0,,Works with beta branches: {max} and older
workshop_version_min_newer,0,,Works with beta branches: {min} and newer
workshop_version_single,0,,Works with beta branch: {min}
workshop_version_range,0,,Works with beta branches: {min} to {max}
tutorial_start_warning_description,0,,You are about to start the Tutorial. Do you want to proceed?
build_area_overlap_warning,0,,Building's forbidden area is overlapping with {0}!
oak_brethren_decorations,0,,Oak Brethren Decorations
any_chest,0,,Chest
research_books,0,,Research Books
villager_constraint_age_range,0,,Age range
villager_constraint_height_range,0,,Height range
villager_constraint_weight_range,0,,Weight range
resource_pile_name_count_pattern,0,,{1} {0} Pile
general_minute_short_duration,0,,m
general_hour_short_duration,0,,h
general_day_short_duration,0,,d
general_year_short_duration,0,,y
prisoner_has_no_clothes,0,,Prisoner has no clothes
game_files_not_accessible_warning,0,,"Going Medieval could not access some game files. This is usually caused by antivirus or security software blocking file reads (e.g. Windows Defender Controlled Folder Access).\n\nPlease add Going Medieval to your antivirus or security software exceptions and restart the game. If the problem persists, contact support@foxyvoxel.io."
room_planning,0,,Room planning
select_room_type,0,,Select room type
used_for_constructing,0,,Used for constructing
used_in_production_stations,0,,Used in Production stations
menu_action_alt_select_active,0,,"While holding [<style=Shortcut>Alt</style>] use <sprite=""ctrl_left_click"" index=t> on any item to get more details from the almanac"
alt_select_tooltip_hint,0,,"Hold [<style=Shortcut>Alt</style>] and <sprite=""ctrl_left_click"" index=t> to get more details from the almanac"
almanac_found_in,0,,Found in
building_locked_info,0,,{0} is not available to construct. Unlock it in the Research menu.
building_no_material_info,0,,{0} is not available to construct: Lacking required materials. 
upcooked_success_bbt,0,,{0} wanted to make {1} but ended up cooking {2} instead
menu_action_toggle_plan_mode,0,,[<style=Shortcut><input:TogglePlanMode></style>] to toggle plan mode
ctrl_TogglePlanMode,0,,Toggle Plan Mode
bbt_plan_mode_on,0,,Plan mode is ON
bbt_plan_mode_off,0,,Plan mode is OFF
ui_plan_mode_checkbox,0,,Plan Mode
ui_plan_mode_checkbox_tooltip,0,,"When enabled, blueprints are marked as forbidden. This allows you to place blueprints without settlers starting construction. "
ctrl_ShowHideForbiddenBlueprints,0,,Show/Hide forbidden blueprints
hud_info_show_hide_forbidden_blueprints,0,,Show/Hide forbidden blueprints
animal_sleep_preference,0,,Sleep Preference
animal_sleep_preference_info,0,,"Set where this animal is allowed to sleep
Inside - animal will sleep in any room with a roof overhead, but not in any settler quarters or shared quarters.
Outside - animal will choose a sleeping spot outside. If no outdoor spot is available, it will sleep in a random location (preferring roofed areas).
In Quarters - a pet will sleep in its owner's room, either on a sleeping spot or on the floor. If the pet has no owner, then it will sleep in any settler sleeping quarters."
animal_idle_in_rooms_allowed,0,,Idle inside
animal_idle_in_rooms_allowed_info,0,,"If 'off,' then the animal will prefer to idle outside. "
animal_sleep_Inside,0,,Inside
animal_sleep_Outside,0,,Outside
animal_sleep_Anywhere,0,,Anywhere
animal_sleep_InQuarters,0,,In Quarters
worker_taken_on_defeat,0,,<name> was taken by <faction_name>
qol_update_name_01,0,,Summer Update
qol_update_name_02,0,,Quality of Life Update
qol_update_name_03,0,,Quality of Life
general_diplomacy,0,,Diplomacy
global_stat_increased,0,,has increased 
global_stat_decreased,0,,has decreased
global_stat_religious_influence_name,0,,Church of Restitution Renown
global_stat_pagan_influence_name,0,,Oak Brethren Renown
global_stat_military_influence_name,0,,Military Renown
global_stat_trade_influence_name,0,,Mercantile Renown
global_stat_cultural_influence_name,0,,Intellectual Renown
global_stat_infamy_name,0,,Infamy
global_stat_religious_influence_tooltip,0,,"Holding Eucharist events and having a top level Chaplain will help you spread your religious renown throughout the region. 
Reaching 100% Church of Restitution Renown will give you the option to construct a Cathedral, cementing your regional eminence."
global_stat_pagan_influence_tooltip,0,,"Holding Ritual events and having a top level Druid will help you spread your Oak Brethren renown in the region. 
Reaching 100% Oak Brethren renown will give you the option to grow a Mighty Oak, symbolising your regional prestige."
global_stat_military_influence_tooltip,0,,"Defeating enemies in combat and having a top level Sergeant-in-arms will help you spread your Military renown in the region.
Reaching 100% Military renown will allow you to prove your might by eradicating centers of bandit power in the region, deeming you Protector of the Realm."
global_stat_trade_influence_tooltip,0,,"Trading with merchants and sending caravans will help you spread your Mercantile renown. 
Reaching 100% will give you the option to establish a Charter Fair in your region, confirming your mercantile prowess."
global_stat_cultural_influence_tooltip,0,,"Holding scholarly events and having a top level Librarian will help spread your Intellectual renown across the region.
Reaching 100% will give you the option to become a University, confirming your status as a major seat of academic excellence."
global_stat_infamy_tooltip,0,,"Killing prisoners and attacking neutral merchants will raise your infamy. Beware. Reaching 100% infamy means no one will trade with you, and someone may step up to rid the region of your malign influence."
game_event_region_influence,0,,Regional Renown
global_stat_religious_influence_news50,0,,Your Church of Restitution Renown has increased. Bishops throughout the land speak your name in hushed admiration.
global_stat_religious_influence_news100,0,,"Your Church of Restitution Renown has increased to the holiest of heights: pilgrims flock from far and wide to hear you preach. You may now rejoice, and establish <village_name> Cathedral to share in His everlasting glory."
global_stat_pagan_influence_news50,0,,Your Oak Brethren Renown has increased. Trees in the mighty forests of the nation are said to whisper your incantations.
global_stat_pagan_influence_news100,0,,"Your Oak Brethren Renown has increased and is now as lofty as the stars in the firmament above. You are invited to honour the ancestors by growing a Mighty Oak at <village_name>, to bless and shelter generations to come."
global_stat_military_influence_news50,0,,"Your Military Renown has increased. Bards sing of your might and valour, embroidering your every deed."
global_stat_military_influence_news100,0,,"Your Military Renown has increased, and the might of <village_name>  is unsurpassed. You may now accept your ultimate challenge: to battle and subjugate all dissenting factions, and proclaim yourself Protector of the Realm."
global_stat_trade_influence_news50,0,,"Your Mercantile Renown has increased. Never has commerce been more lucrative, nor such a crowd beat a path the marketplace."
global_stat_trade_influence_news100,0,,"Your Mercantile Renown has increased to levels beyond your wildest dreams, and gold flows through <village_name> like water. You can now rally your guilds to establish a Charter Fair, the hallmark of a great trading centre."
global_stat_cultural_influence_news50,0,,Your Intellectual Renown has increased. Your scribes can barely meet the surging demand for manuscripts elucidating the theories espoused by your greatest thinkers.
global_stat_cultural_influence_news100,0,,"Your Intellectual Renown has increased to its zenith: your library attracts the most creative and erudite academics of our time. Carpe diem! You may establish <village_name> University, ensuring knowledge flourishes here in perpetuity."
global_stat_infamy_news50,0,,Your Infamy has increased. Notoriety comes at a price - this might cause negative repercussions from other factions.
global_stat_infamy_news100,0,,"Your Infamy has increased such that your reputation cannot sink any lower. Transgressions will not go unpunished - you have become a pariah among other factions, who will shun your traders, and challenge <village_name> at any opportunity."
global_stat_infamy_news101,0,,"Increasing infamy further despite the final warning is the straw that broke the camel's back. Factions have united against <settlement_name>, and will attack without mercy."
objective_Infamy_name,0,,Tyrant Overlord
objective_infamy_tooltip,0,,"Despite warnings, your infamy has led other regional factions to rise up and target your settlement for annihilation."
objective_infamy_info,0,,"Despite warnings, your infamy has led other regional factions to rise up and target your settlement for annihilation."
objective_infamy_survive_attacks,0,,Survive
objective_infamy_survive_attacks_info,0,,"Survive an onslaught of 3x waves of enemies. If you succeed, you will sieze ultimate power as the Tyrant Overlord of the region."
religious_influence_unlock_in_ui,0,,Church of Restitution Renown is increasing in the region
pagan_influence_unlock_in_ui,0,,Oak Brethren Renown is increasing in the region
military_influence_unlock_in_ui,0,,Military Renown is increasing in the region
trade_influence_unlock_in_ui,0,,Mercantile Renown is increasing in the region
cultural_influence_unlock_in_ui,0,,Intellectual Renown is increasing in the region
game_event_type_final,0,,Last Step
bbt_step_completed,0,,Step completed: 
objective_religious_name,0,,Centre Of Pilgrimage
objective_religious_tooltip,0,,"Commit your settlement to become a Centre of Pilgrimage, which will make your Church of Restitution a cathedral."
objective_religious_info,0,,You must establish your settlement as a Centre of Pilgrimage. In order to do this you need the following:
activate_objective_confirm,0,,Taking on this objective means you will not be able to choose any other potential objective in this game scenario. Are you sure you want to proceed?
objective_religious_have_priest,0,,Chaplain Level 3
objective_religious_have_priest_info,0,,You need to have a chaplain level 3 in your settlement
objective_religious_build_chapel,0,,Reliquary Chapel
objective_religious_build_chapel_info,0,,A new type of room has been unlocked. The room overview panel lists what is needed for the Lady Chapel to be finalised
objective_religious_have_relic,0,,Obtain Relic
objective_religious_have_relic_info,0,,Relics can be found in the region map in loot stashes. A pilgrim might guide you to help locate a relic.
objective_religious_have_relic_in_chapel,0,,Enshrine Relic in Reliquary Chapel
objective_religious_have_relic_in_chapel_info,0,,Enshrine the relic on a shelf in the Reliquary Chapel to start attracting pilgrims
objective_religious_visit_relic,0,,Pilgrims to spread the word
objective_religious_visit_relic_info,0,,"Encourage pilgrims to visit your Reliquary Chapel, and praise its power as a site of veneration."
objective_religious_end_game,0,,Become The Centre of Pilgrimage
objective_religious_end_game_info,0,,"When everything is ready, enact a dedication ceremony that will confirm <village_name> as the New Centre of Pilgrimage in the region, and establish a Cathedral."
objective_religious_end_game_info_alt,0,,Visitors from other factions are setting out towards <village_name> to marvel at everything you have accomplished.
game_event_religious_final_name,0,,Centre Of Pilgrimage
game_event_religious_final_info,0,,You are about to trigger the last step in becoming The Centre of Pilgrimage. Doing so will call in a group of pilgrims to enact the final dedication ceremony.
objective_pagan_name,0,,Pagan Sanctuary
objective_pagan_tooltip,0,,Consecrate your settlement to become the Sanctuary of Reverence to the Old Gods.
objective_pagan_info,0,,You must take root in this region as the rightful guardian of the Oak Brethren faith. In order to do this you need the following:
objective_pagan_have_shaman,0,,Druid Level 3
objective_pagan_have_shaman_info,0,,You need to have a Druid level 3 in your settlement
objective_pagan_build_chapel_with_oak,0,,Oak Brethren Sanctuary
objective_pagan_build_chapel_with_oak_info,0,,A new type of room has been unlocked. The room overview panel lists what is needed for the sanctuary to be completed.
objective_pagan_have_mighty_oak_reach_mature_phase,0,,Mature a Mighty Oak
objective_pagan_have_mighty_oak_reach_mature_phase_info,0,,The Mighty Oak must be in mature phase for Oak Brethren pilgrims to arrive and broadcast word of its sanctity. Ensure the plant has enough sunlight to grow big and strong.
objective_pagan_visit_mighty_oak,0,,Pilgrims to spread the word
objective_pagan_visit_mighty_oak_info,0,,"Encourage pilgrim visitors to revere your Mighty Oak, and broadcast word of its divine nature widely."
objective_pagan_end_game,0,,Become The Pagan Sanctuary
objective_pagan_end_game_info,0,,"When everything is ready, enact a transcendent ritual that will confirm <village_name> as the New Pagan Sanctuary in the region, and home of the legendary Mighty Oak."
objective_pagan_end_game_info_alt,0,,Visitors from other factions are setting out towards <village_name> to marvel at everything you have accomplished.
game_event_pagan_final_name,0,,Pagan Sanctuary
game_event_pagan_final_info,0,,You are about to trigger the last step in becoming the The Pagan Sanctuary. Doing so will call in a group of pilgrims to enact the final transcendent ritual.
objective_intellectual_name,0,,New University
objective_intellectual_tooltip,0,,Establish your settlement to become the new Leading Academic Institution of your region.
objective_intellectual_info,0,,"You must assert your impact in this region as the focal point of intellect and culture. In order to do this, you need the following:"
objective_intellectual_have_scholar,0,,Librarian Level 3
objective_intellectual_have_scholar_info,0,,You need to have a librarian level 3 in your settlement
objective_intellectual_build_grand_library,0,,Fellows' Library
objective_intellectual_build_grand_library_info,0,,A new type of room has been unlocked. The room overview panel lists what is needed for this elite academic library to be completed.
objective_intellectual_have_grand_book,0,,Produce an Influential Treatise
objective_intellectual_have_grand_book_info,0,,"With the Grand Research Table, produce an Influential Treatise encompassing all the knowledge accumulated in the Fellows' Library."
objective_intellectual_end_game,0,,Become a New University
objective_intellectual_end_game_info,0,,"When everything is ready, assemble the dons to proclaim your charter of commitment to academic excellence. This will confirm <village_name> University as the Leading Academic Institution of your region"
objective_intellectual_end_game_info_alt,0,,Visitors from other factions are setting out towards <village_name> to marvel at everything you have accomplished.
game_event_intellectual_final_name,0,,New University
game_event_intellectual_final_info,0,,You are about to trigger the last step in becoming the New University. Doing so will call in a group of scholars to proclaim your charter of commitment to academic excellence.
objective_military_name,0,,Protector of the Realm
objective_military_tooltip,0,,Rally your settlement to become the new Protector of the Realm
objective_military_info,0,,You must dutifully claim your loyalty to this region as Protector of the Realm. In order to do this you must enact the following:
objective_military_defeat_bandit_camps,0,,Defeat Bandit Strongholds
objective_military_defeat_bandit_camps_info,0,,Defeat the major bandit strongholds in the region so that none may rise to challenge your authority.
objective_miltary_end_game,0,,Become Protector of the Realm
objective_miltary_end_game_info,0,,"When everything is ready, set forth <village_name>'s brightest banners and gilded knights. Your heralds shall proclaim that you have earned the most honourable of titles: Defender of the Realm."
objective_trade_name,0,,Charter Fair
objective_trade_tooltip,0,,Inspire your settlement to become the new Centre of Trade in your region
objective_trade_info,0,,You must take proclaim your value to this region as the Centre of Trade. In order to do this you need the following:
objective_trade_have_gold,0,,Accumulate Gold Coin
objective_trade_have_gold_info,0,,Accumulate sufficient gold coins in your treasury 
objective_trade_have_broker,0,,Broker Level 3
objective_trade_have_broker_info,0,,You need to have a broker level 3 in your settlement
objective_trade_make_trade_deal,0,,Negotiate a Trade Agreement
objective_trade_make_trade_deal_info,0,,Secure at least one Trade Agreement with a friendly faction in your region. A broker will visit your settlement to offer a trade deal now that your mercantile renown is high.
objective_trade_build_market_center_marker,0,,Market Cross
objective_trade_build_market_center_marker_info,0,,Construct a Market Cross monument as a symbol of your mercantile prestige.
objective_trade_build_merchants_stall,0,,Merchant Stalls
objective_trade_build_merchants_stall_info,0,,Erect Merchant Stalls to show off your guilds' finest wares near the Market Cross.
objective_trade_end_game,0,,Become The Centre of Trade
objective_trade_end_game_info,0,,"When everything is prepared, celebrate the inaugural Charter Fair, drawing in customers from far and wide. Proclaim your prestige as the region's leading Centre of Trade."
objective_trade_end_game_info_alt,0,,Visitors from other factions are setting out towards <village_name> to marvel at everything you have accomplished.
game_event_trade_final_name,0,,Charter Fair
game_event_trade_final_info,0,,"You are about to trigger the last step in becoming The Centre of Trade. Doing so will call in a group of merchants and customers, who will arrive to proclaim your charter of trade and open the Inaugural Charter Fair."
game_event_end_game_name,0,,And so it ends
game_event_type_end_game,0,,Congratulations!
game_event_description_end_game,0,,"Congratulations! You have reached the end of Going Medieval. Although the game is completed, you can continue playing for as long you want."
continue_playing,0,,Continue playing
back_to_main_menu,0,,Take me back to the main menu
lb_force_unequip,0,,Force Unequip
lb_yearly_override,0,,Yearly Override
lb_force_unequip_tooltip,0,,"If checked, the settler will drop items from the inventory that do not meet criteria."
warning_message_short_pilgrim_rest,0,,Restitutionist Pilgrim
warning_message_info_pilgrim_rest,0,,A Restitutionist Pilgrim has arrived and is requesting alms in your settlement 
pilgrim_rest,0,,Restitutionist Pilgrim
event_pilgrim_rest_text,0,,"I heard <village_name> was a haven for staunch Restitutionists acolytes, like myself. Might a saintly relic help with the mission to rebuild our faith? A fine example has come to light not far from here - praise be! "
event_pilgrim_rest_title,0,,Restitutionist Pilgrim
event_pilgrim_rest_arrival_text,0,,"Drawn to <village_name> a Restitutionist Pilgrim has arrived, bearing news of the possible whereabouts of a forgotten relic of immeasurable sanctity."
news_name_pilgrim,0,,Pilgrim Arrives
general_pilgrim_rest,0,,Restitutionist Pilgrim
general_pilgrim_restitutionist,0,,Restitutionist Pilgrim
pilgrim_restitutionist,0,,Restitutionist Pilgrim
pilgrim_visitor_1,0,,Restitutionist Pilgrim
warning_message_short_pilgrim_oak,0,,Oak Brethren Pilgrim
warning_message_info_pilgrim_oak,0,,An Oak Brethren Pilgrim arrived and is blessing your settlement 
pilgrim_oak,0,,Oak Brethren Pilgrim
event_pilgrim_oak_text,0,,News arrives on the wind that <village_name> seeks to put Oak Brethren folk on the path of sacred abundance once again. I have come to share knowledge of a rare and blessed sapling that may help you with you endeavour of rebuilding our faith.
event_pilgrim_oak_title,0,,Oak Brethren Pilgrim
event_pilgrim_oak_arrival_text,0,,"Drawn to <village_name> an Oak Brethren Pilgrim has arrived, bearing news of the possible whereabouts of a sacred tree of immeasurable sanctity."
general_pilgrim_oak,0,,Oak Brethren Pilgrim
pilgrim_pagan,0,,Oak Brethren Pilgrim
general_pilgrim_pagan,0,,Oak Brethren Pilgrim
news_name_scholar,0,,Travelling Scholar arrives
warning_message_short_scholar,0,,Travelling Scholar
warning_message_info_scholar,0,,A Travelling Scholar has arrived and is documenting your settlement.
scholar,0,,Travelling Scholar
event_scholar_text,0,,"The rising eminence of <village_name> has not gone unremarked among erudite circles keen to restore our realm's reputation. In my research, I have uncovered something that may be of interest: records of an ancient Grand Research Table, reputedly within a modest distance of this burgh."
event_scholar_title,0,,Travelling Scholar
event_scholar_arrival_text,0,,Drawn to <village_name> the Travelling Scholar has arrived with news of the potential location of a Grand Research Table
general_scholar,0,,Travelling Scholar
pilgrim_scholar,0,,Travelling Scholar
general_pilgrim_scholar,0,,Travelling Scholar
news_name_broker,0,,Broker arrives
warning_message_short_broker,0,,Broker
warning_message_info_broker,0,,A Broker from a friendly faction has arrived to negotiate the terms of a trade deal.
event_broker_text,0,,"The thriving trade of <village_name> has not gone unremarked among us merchants. This is the ideal time to make a trade deal, which will be lucrative for <faction_name>  as well as <village_name>. My <faction_name> camp is nearby, and we will be waiting to hear what you decide. "
event_broker_title,0,,Broker
event_broker_arrival_text,0,,"Drawn to <village_name> by reports of thriving trade, a broker from <faction_name> has arrived to strike a deal."
general_broker,0,,Broker
trade_deal_name,0,,Trade Agreement Location
caravan_mandatory_resources,0,,For Trade Agreement: 
caravan_message_mandatory_resources,0,,Not enough value for trade agrement
trade_deal_bonus,0,,Trade Agreement Bonus
warning_message_short_broker_showing_trade_deal_location,0,,Broker
warning_message_info_broker_showing_trade_deal_location,0,,A broker has arrived at your settlement hoping to arrange a trade agreement.
trade_deal_dialog_title,0,,Trade Agreement
trade_deal_dialog_name,0,,Trade Agreement Sealed
trade_deal_dialog_info,0,,A trade agreement has been signed and sealed. You gave <resources> worth <wealth> to <faction_name> as a token of good faith to help broker the deal.
cannot_negotiate_with_non_broker,0,,Only your Broker can negotiate a deal
cannot_negotiate_broker_level_too_low,0,,Only your Broker can negotiate a deal
trade_deal_resources_needed,0,,Trade deal requires resources <resources> with total value of <wealth>
trade_deal_demand_option,0,,<resources> with total value of <wealth>
have_trade_deal_with_faction,0,,Trade Agreement
event_pilgrim_rest_arrival_visit_relic_text,0,,"Drawn to <village_name> the Restitutionist Pilgrim has arrived to marvel at the Reliquary Chapel that has be constructed, and is sure to spread word across the land"
event_pilgrim_oak_arrival_visit_oak_text,0,,"Drawn to <village_name> the Oak Brethren Pilgrim has arrived to marvel at the Mighty Oak, and is sure to spread the word across the land"
lb_allow_for_production,0,,Allow Usage In Production:
lb_allow_for_production_info,0,,"Toggles if the resource from this storage can be used in any sort of production. If turned off, resources will be forbidden for use in production but can still be consumed, hauled, equipped and used for other jobs like sowing and construction."
general_market_crowd,0,,Onlooker
general_role,0,,Role
role_bard_name,0,,Bard
role_job_preference_info,0,,<role> job preferences will be modified: <role_jobs>
role_bard_description,0,,"Storyteller, poet, and musician, the bard weaves tales of heroism, love, and adventure through their spellbinding performances. They provide entertainment in the great hall during scheduled community role hours, and at feasting events."
role_global_resources,0,,Have Resources
role_librarian_name,0,,Librarian
role_librarian_description,0,,"Meticulous and knowledgeable, the librarian is usually found perusing manuscripts. This settler’s presence in the library enhances the speed of all researchers studying there."
role_sergeant_name,0,,Sergeant-at-arms
role_sergeant_description,0,,"Upholding chivalry and meting out justice with an armoured fist, the sergeant-at-arms oversees all weaponry. When this settler reports to the training room, all settlers training there gain bonus XP. "
role_broker_name,0,,Broker
role_broker_description,0,,"As well as matching buyers with sellers, the broker is a vital source of marketplace information. Settlers make better trades with merchants with a broker present, and they are essential to centres of trade."
broker,0,,Broker
role_priest_name,0,,Chaplain
role_priest_description,0,,"The chaplain is a spiritual guide and moral authority, leading prayer at the Restitutionist shrine during scheduled community role hours. Tasked with the care of souls, they administer sacraments, and preach sermons at Holy Day events."
role_shaman_name,0,,Druid
role_shaman_description,0,,"Experts in land-based philosophy and the Old Gods, druids spend their community role appointed hours meditating with any settlers who enter the Oak Brethren shrine. They also make sacrifices and lead Ritual events."
assign_role_info,0,,Assign a community role to this settler
hours_spent_in_role,0,,Time in this role
role_own_room,0,,Settler has their own private chamber
role_level_up_prompt_info,0,,Do you want to assign <role> to <name>?\nThe settler will gain the following job preferences:\n<role_jobs>
role_retract_prompt_info,0,,Stripping this role from the settler might make them unhappy
role_cooldown,0,,Cooldown
role_assigned_to_info,0,,This role is already assigned to
role_retract_first_info,0,,Retract assigned role first before giving it to another settler
role_assign,0,,Assign
role_retract,0,,Retract
role_promote,0,,Promote
role_max,0,,Max
role_requirements,0,,Role Requirements
role_warden_name,0,,Prison Warden
role_warden_description,0,,The Warden oversees captive labourers and converses with prisoners to try and recruit them to your settlement .
role_level_up_info,0,,<name> is now <role>
role_retract_info,0,,<name> is not <role> anymore
mods_present,0,,Mods present
mods_currently_enabled,0,,Currently enabled
mods_from_save,0,,Mods from save
mods_in_save_warning,0,,This save was created with mods that are now disabled. This may cause errors.
mods_in_game_warning_report,0,,It seems you are running a modded version of the game. Even though we support mods we cannot claim that they will be without issues. Before reporting this issue please verify if the issues persist when the mods are disabled.
tutorial_camera_control,0,,Tutorial: Camera Control
tutorial_camera_control_info,0,,"<style=AlmParagraph>Camera controls\n</style>- Use the [<style=Shortcut>WASD</style>] keys to move your camera around.\n- <style=Shortcut>Mouse wheel</style> is used to zoom in and out.\n- Tilt and rotate holding down the <sprite=""ctrl_middle_click"" index=t> and moving the mouse around.\n- [<style=Shortcut>Num5</style>] will reset the camera to its initial position.<style=AlmParagraph>\nAlternate controls\n</style>- Use <style=Shortcut>Arrow Keys </style>: keys to move your camera around.\n- Hold down <sprite=""ctrl_right_click"" index=t> to pan camera. \n- Use [<style=Shortcut>+</style>]&[<style=Shortcut>-</style>] to zoom in and out. \n- Use [<style=Shortcut>Num7</style>] & [<style=Shortcut>Num9</style>] to rotate and [<style=Shortcut>Num8</style>] and [<style=Shortcut>Num2</style>] to tilt. <style=AlmParagraph>\nTip\n</style>- <style=Desc> Customize the camera controls in the options menu.</style>\n"
tutorial_construction,0,,Tutorial: Construction
tutorial_construction_info,0,,"<style=AlmParagraph>Construction\n</style>- Your settlers still need somewhere to live.\n- Start by placing some wooden walls from the base panel [<style=Shortcut>F1</style>] in a rectangle, then adding a wooden door and thatched roof over it. \n- Place sleeping spots from the furniture panel [<style=Shortcut>F3</style>] inside so your settlers have somewhere to sleep."
tutorial_drafting_combat,0,,Tutorial: Drafting & Combat
tutorial_drafting_combat_info,0,,"<style=AlmParagraph>Drafting & Combat\n</style>- To control your settlers directly, draft them by selecting them, and clicking on the draft action in their selection panel. \n- A drafted settler will go where you tell them to go and will attack who you tell them to attack.\n- During combat an archer will shoot anybody within their range, while a melee settler will wait until the enemy comes close or attacks them. <style=AlmParagraph>\nTip\n</style><style=Desc>- Place archers on higher ground in order for them to get a buff in precision, range, and critical hit chance.</style>"
tutorial_equipment,0,,Tutorial: Equipment
tutorial_equipment_info,0,,"<style=AlmParagraph>Equipment\n</style>- To prepare your settlers, equip them with armour, clothing, and weapons.\n- Select a settler and <sprite=""ctrl_right_click"" index=t> on an item and order them to equip it. \n<style=AlmParagraph>\nTip\n</style><style=Desc>- Examine which of your settlers is proficient with melee or ranged weapons and equip accordingly.</style>"
tutorial_game_speed,0,,Tutorial: Game Speed
tutorial_game_speed_info,0,,"<style=AlmParagraph>Game speed controls\n</style>- You can speed up time.\n- Click on the speed keys. \n- Or use [<style=Shortcut>1</style>],[<style=Shortcut>2</style>],[<style=Shortcut>3</style>].\n- Pressing [<style=Shortcut>Space</style>] will pause the game. \n- You can give orders, place buildings, and draft while the game is paused.<style=AlmParagraph>\nTip\n</style>- <style=Desc>This is especially useful if things get hectic.</style>"
tutorial_jobs,0,,Tutorial: Jobs
tutorial_jobs_info,0,,"<style=AlmParagraph>Job Priorities\n</style>- The <b>JOB</b> panel is where you can prioritize each settler's tasks.\n- By default, settlers will prioritize their jobs from left to right.\n- Using <sprite=""ctrl_left_click"" index=t> and <sprite=""ctrl_right_click"" index=t>, you can change job priorities so that a given settler will choose one job before another.\n- Jobs set to the same priority level will be prioritized left to right.\n- If the job box is empty, that means that a settler will never do that job.\n- Settlers will always do the highest priority job that they can find.\n- If a specific job is not on anyone's priority list, that job will never get done.\n- The frame colour of a job box indicates the settler's skill level.
<style=AlmParagraph>\nTip\n</style>- <style=Desc>If a settler has a very low skill rating for a specific job, it is better to turn that job off completely for that settler - otherwise, there is a chance they'll do the job and fail. This is important when it comes to things like harvesting. Example: a settler with a low botanical skill level could end up ruining the harvest, yielding no resources. So it's best to let them focus on what they do best!</style>"
tutorial_layer_control,0,,Tutorial: World Layers
tutorial_layer_control_info,0,,"<style=AlmParagraph>World Layers\n</style>- You can shuffle between layers and building floors.\n- Use the up or down layer buttons in the top left corner.\n- Or use [<style=Shortcut>,</style>] and [<style=Shortcut>.</style>].\nUse [<style=Shortcut>Ctrl</style>] + [<style=Shortcut>Mouse wheel</style>] to quickly go through layers.\nUse [<style=Shortcut>Ctrl</style>]  + <sprite=""ctrl_left_click"" index=t> on any object or the ground to jump to that given layer. <style=AlmParagraph>\nTip\n</style><style=Desc>- This is useful for customizing multistorey buildings.</style>"
tutorial_move,0,,Tutorial: Control Settlers
tutorial_move_info,0,,"<style=AlmParagraph>Positioning & Movement\n</style>- A drafted settler will go where you tell them to go and will attack who you tell them to attack.\n- <sprite=""ctrl_right_click"" index=t> anywhere to order your settlers to go to that position.<style=AlmParagraph>\nTip\n</style><style=Desc>- During combat, an archer will shoot anybody within their range, while a melee settler will wait until the enemy comes close or attacks them. \n- Place archers on higher ground in order for them to get a buff in precision, range, and critical hit chance.</style>"
tutorial_orders,0,,Tutorial: Orders
